Gender,Age,Dependents,Education,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Loan_Type,Co_Applicant,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Expense_to_Income_Ratio,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Employment_Status_Employed,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Business,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Other,Residential_Status_Own,Residential_Status_Rent,City_Town_Rural,City_Town_Suburban,City_Town_Urban,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle
0,0.8728908607557411,1,1,-0.893645587525601,-1.3923838863086948,-1.6944246766998807,0,-0.4975161943760842,1.4438037183144552,0,-1.4684989520411798,1.574935699862821,-0.3777492859151216,0,0,1.5651083467188676,1.382178706874975,0,1.5259148395411155,-1.3648179925009662,-0.7140971027307508,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,1.7329126350049284,3,1,-1.038212400311234,0.1743775496632997,-0.925620998020926,2,-0.8152618958901703,-0.948581372009224,0,-0.4411642508105533,1.6512607070556204,1.2013612563850475,1,0,-0.5235236408954915,-0.4203871581022466,0,-0.4094677366400872,1.7756730636012503,0.681360599799136,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
0,-0.94271066265921,0,0,0.1451974196101989,-0.598197917040132,0.205707992555422,0,0.2942799967276059,-0.0510041037299164,0,0.1407096764192708,-0.1805394655715678,0.9150721313497112,0,1,-0.1754183096264317,0.6888841434221973,1,-0.3178495948305812,-0.2009208503116249,-0.5933172661809356,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
1,-1.1338266124923626,1,2,0.2984707155051139,-0.7541022569742911,0.8682542522299684,1,-1.1688910678461049,1.5980170967122376,0,0.4651053117307701,0.7048306178649065,0.0562047562437033,1,0,-0.8716289721645514,-1.3909995469361351,1,0.3933195667386241,0.0115191078014395,-0.6982247439697188,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,-0.3693628131597518,2,2,-0.2146518854917621,1.640032705777003,0.4307237033882868,1,0.417130562843799,0.6864728982037893,0,0.179632241291998,-0.3789844842728466,-0.8749882925554421,1,1,-0.8716289721645514,-1.113681721555024,1,0.2422825731877617,0.5317412872473187,0.6884559988646695,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,-0.178246863326599,1,0,1.8244008596775576,0.8165181973129054,0.480727194684479,0,-1.274251044888128,-1.4905213507349635,1,0.4976431025549743,0.7200956193034664,-1.2516845097072,1,0,-0.5235236408954915,1.6594965322560855,1,-1.068219571984457,-1.4816628396976377,-0.4906595692245244,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0.0128690865065537,3,1,0.7990515016050179,0.5973259570094342,0.6744907234572237,1,-0.9802425714032724,-1.2826334057541209,1,0.0095762401919122,-1.4933295892877194,0.713162958956369,0,0,0.520792352911688,-0.2817282454116911,1,-0.9650369815727518,-1.1713554562325823,-0.3127422819380476,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
0,1.4462387102551992,3,1,-0.9258959686892432,-0.0787740518139486,-1.8569360234125047,1,1.678326967870548,-1.5914064500760277,0,-1.0135838010839109,-1.40173958065636,1.2947819182386835,1,1,0.8688976841807479,0.1342484926599753,0,-1.0192246069739417,-0.1469605949438225,0.3278566998128527,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,0.10842706142313,2,0,0.8910994645095806,0.5324944493140413,0.6432385413971036,1,0.8368352935243754,0.6102896424084777,0,0.4549142300763968,1.0101306466361046,-1.6705707031799548,1,0,1.5651083467188676,-0.5590460707928021,1,-0.2586785854546231,-0.76125125506604,-0.3623071646935002,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0.2995430112562828,2,1,-0.9628215353167124,0.8813497050082982,-1.7381777315840488,1,-0.5281247252558815,0.6436486741127885,0,-0.4184491892917693,0.2010855703924297,0.9271264102985678,1,1,-1.567839634702671,-0.2817282454116911,0,0.9543202905193428,1.511037911672657,1.1431917141712211,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False
0,-1.0382686375757864,1,1,1.509343750636211,-0.9130938115606118,0.9932629804704488,1,-0.8619034667546233,1.5240269952504273,1,0.3185010768473749,0.7658906236191462,1.412311137990032,1,0,1.5651083467188676,-1.113681721555024,1,-0.1116940804718914,-1.4311108993946913,-0.924545332562292,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
1,0.2995430112562828,1,2,-1.0202395316419124,0.4954478734881026,-0.6193496138317489,2,1.7312845847895626,1.7165628598967602,0,-0.6205518447507882,-1.249089566270761,-0.1878943924706353,0,1,1.5651083467188676,-1.668317372317246,0,2.0323419076804696,1.2072876714762786,0.92430125321749,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1,-1.229384587408939,1,1,0.3101166864808736,-1.6895282965792455,0.7057429055173439,0,-1.6992307151307555,0.757692699454861,0,0.2498647558257518,-1.2185595633936412,0.1918153944183365,1,1,1.5651083467188676,1.5208376195655302,1,0.0016085232721752,-0.2982251034568166,-1.0918401005729377,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0.6817749109225884,1,1,-0.6870975734410927,-1.2496002086462223,0.8745046886419924,0,-0.0134016753588823,-1.628343786219209,0,-0.1312571412245486,-0.2568644727643673,0.9301399800357818,1,0,-1.2197343034336112,-0.2817282454116911,1,-1.063507500758613,1.1919870881231107,-0.6881271074914908,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,-0.7515947128260573,1,0,1.2359433839312357,1.5960398969837006,0.6182367957490075,0,0.3360630706270117,-0.7907896891725711,1,1.464568018557267,1.3306956768458624,1.415324707727246,0,0,0.8688976841807479,-0.2817282454116911,1,-0.8191692573276608,-0.0737208234526649,-0.1205155704507927,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,2.592934409254116,0,0,-1.1380710024038665,-1.586106605731833,-0.6005983045956769,2,1.563944067893437,-0.1636629789666197,0,-1.0448937507449372,1.0559256509517845,-0.0944737306169997,0,1,-0.8716289721645514,-0.1430693327211356,1,0.4439013323971567,0.4644132082208905,-0.7791793840417953,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0.2995430112562828,1,0,1.8447813088851368,0.0385401049681908,0.5494819952167432,0,-0.9979413817759444,-1.277554522034433,1,2.215131973593142,-1.0353795461309223,-1.2275759518094875,1,1,-1.2197343034336112,-1.3909995469361351,1,-1.0067714796766098,-0.0216011132084876,-0.7004502251100113,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1,-0.0826888884100226,3,2,0.8477070245758603,1.1483937724202735,0.9932629804704488,2,-1.1535520988564558,-1.57686237396965,0,-0.0002464891135078,1.5291406955471412,0.5323487747235254,1,1,1.2170030154498075,1.6594965322560855,0,-1.0797405052343132,-1.2277275049373415,-0.1358448879426375,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0,-0.6560367379094809,0,0,0.8078699652044514,1.2193997094199898,0.6682402870451997,1,-0.5419367380565157,0.3892427714266266,0,1.3007740073893863,1.72758571424842,1.4243654169388884,1,1,-1.2197343034336112,-1.113681721555024,1,-0.3206878191790396,0.2924971266354443,-0.096471277223325,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1,2.592934409254116,2,0,-1.6122803830730836,1.6438917240922049,-1.8444351505884573,1,0.9584365318495564,-0.1974837273727201,0,-1.6385549531412655,0.9032756365661851,-0.543495621461895,1,0,0.8688976841807479,0.5502252307316418,0,1.4181738090672902,0.53692067299754,4.459566011289382,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0.8728908607557411,2,1,-0.2866553406591998,-0.7185992884744331,0.2869636659117343,2,0.2686687770118572,-0.9005628350230883,0,-0.0121565483963297,-0.1652744641330079,-1.4957836584215392,0,0,0.520792352911688,0.1342484926599753,1,-0.6477020733800511,0.360334628651799,-0.5155057493819025,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
0,-0.8471526877426336,3,1,-1.2322185994987702,0.6498086060961809,-0.6318504866557969,1,1.181094507047719,-0.934960729306426,0,-1.669864902802292,1.0253956480746644,-1.4626343913121842,1,1,0.8688976841807479,-1.668317372317246,0,-0.266969085212111,-1.169027536628542,1.4989734484080068,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False
0,-1.3249425623255155,1,1,-0.5989689276918339,-0.8289672122892091,0.6244872321610315,0,1.620025004289982,1.4231418959093631,1,-0.1312571412245486,0.3537355847780287,-0.290355763535914,1,0,0.1726870216426281,-1.668317372317246,1,1.0606546171489863,0.9220943413043396,-0.4500054637239368,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1,0.2039850363397064,2,0,-0.0523081698945727,1.3475191174846948,0.9057568707021124,1,0.5520579642731095,-1.3094129744579273,1,0.2088548609756228,0.4453255934093881,-1.4083901360423312,0,1,-0.5235236408954915,0.2729074053505308,0,-0.9149023826358704,0.246064076968972,0.4076513931840195,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.7773328858391647,3,0,0.3304411454433774,-0.1621288474223109,0.5619828680407913,2,-1.3957134690143078,0.4434944838869243,0,0.6931154157328346,1.437550686915782,1.448473974836601,0,1,-0.8716289721645514,-0.1430693327211356,1,-0.14991399213816,0.2682612167546824,-0.4594814422709266,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1,-0.5604787629929044,0,1,0.3851996051274786,-0.8243363903109667,0.8620038158179444,1,1.4699668551695244,-1.1538144459547757,0,0.6290221070149683,-1.233824564832201,0.7372715168540817,1,0,-0.5235236408954915,0.8275430561127528,0,-0.881388516998331,0.0952742966501867,-0.7450468060504709,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
0,-0.8471526877426336,1,1,1.6104061429979724,1.0511465108771845,0.6807411598692478,0,0.8465522874544698,1.2764314139156645,1,0.2052941216024081,0.4453255934093881,0.2460596496881896,0,0,0.520792352911688,-0.1430693327211356,0,-0.2140443483891503,-1.6032659451690212,-0.3825150265476295,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True
0,-1.3249425623255155,3,1,-0.0729405752049932,-0.7209146994635542,0.8182507609337762,2,-0.3239290385248983,0.2234864754841002,0,0.2154852032567814,1.6207307041785006,-0.1698129740473513,0,1,-0.1754183096264317,-1.113681721555024,1,-0.0919402287392841,0.2964778753273157,-0.5879703607624253,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1,-1.1338266124923626,1,1,-1.650493725337295,-1.130742444538002,-0.7818609605443735,0,-0.1089752513713106,-0.3564297019638475,1,-1.825555162293201,-0.3637194828342867,0.7975429115983632,0,0,0.8688976841807479,-1.2523406342455796,0,1.2799654085312842,-0.1772087228170137,0.3188830138069495,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1,-0.178246863326599,3,0,0.2664442953217746,1.3251368112565234,0.5994854865129354,1,-0.7844451437118709,-0.4488884714972484,0,0.7394050275846269,1.1322506581445837,0.5323487747235254,1,1,-1.567839634702671,-1.529658459626691,1,-0.5413370150907653,0.4402388458763566,0.1927040250207348,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0,1.4462387102551992,2,1,-1.0939226941616231,-1.359196328797958,-0.8068627061924696,1,-0.2529949828352094,0.0632707799630509,1,-0.8828187172055053,-1.41700458209492,-0.0643380332448592,0,0,-1.567839634702671,-1.113681721555024,0,0.6089653886204587,0.76809275787425,-0.5948882397911577,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1,-1.3249425623255155,1,1,0.5986064242337684,1.460202452288592,0.2557114838516142,0,-1.4787937671166147,-1.092521553792184,0,-0.0475183738958421,-1.6154496007961987,0.5624844720956659,1,1,0.520792352911688,1.5208376195655302,1,-0.8746961795804102,-1.038591207884735,0.0780478962898251,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1,-0.3693628131597518,3,1,-0.5212824626492057,-1.337585826232827,-1.5819168212834482,1,0.6779624427673323,-0.9478887969565396,0,-0.9410183883401196,-1.249089566270761,-0.537468481987467,1,0,1.2170030154498075,-1.529658459626691,1,-0.6160520207472022,-0.892091199701165,-0.7949791872665348,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0.7773328858391647,3,1,1.8128108789468735,0.2469270939890965,0.1619549376712538,0,-0.7471041241805083,-1.672206872889237,0,0.6906597334064796,-0.623224507289805,-0.2692607753754155,0,1,0.1726870216426281,-1.113681721555024,1,-1.1211428561705896,-1.3074279885235982,-0.640449374345816,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,-0.0826888884100226,2,0,-0.98415381869058,1.576744805407691,-0.975624489317118,2,-1.3186715885685596,-0.1087186914536373,0,-0.6297606534746195,0.8727456336890654,1.559976055113521,0,1,-1.567839634702671,-1.668317372317246,1,0.31353652223263,1.0405985502717767,1.7494512281789785,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0.3951009861728592,1,1,0.401996678650209,-0.044042886977131,0.7869985788736561,2,-1.025079557680708,-1.1965232408703292,0,0.242374924730369,-0.470574492904206,0.6980951102702991,1,0,-1.2197343034336112,1.382178706874975,1,-0.9018709012699236,-0.4367609255122415,-0.4329738970007251,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1,-0.5604787629929044,0,2,1.2787199311691226,-0.3844083023779436,0.7119933419293678,1,-0.1766471733844678,0.5029405092423569,1,0.8916573318186387,0.1400255646381901,-1.1612774175907778,0,1,0.8688976841807479,1.2435197941844194,1,-0.3888769245467557,-0.6900061953717292,-0.7405126775149318,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1,0.4906589610894356,2,0,-1.4568514627427516,-1.4587590013301683,-1.6131690033435684,1,-0.7981183423135038,-0.5063722008700745,0,-1.6233297227178642,-0.4553094914656461,-0.4259664017105466,1,0,-0.8716289721645514,-0.5590460707928021,0,0.5437236566982216,-0.2242730948415404,-0.4414651307002859,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0,0.6817749109225884,2,1,-0.0326555938729781,-1.7173132284486996,0.5369811223926952,0,0.5977972428440538,1.080894390707698,0,0.3875057502179512,-0.3331894799571668,-1.550027913691392,0,1,1.5651083467188676,-1.2523406342455796,1,0.3409589052993778,0.4865951628371217,-1.0783864388740656,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,-1.3249425623255155,2,1,-0.5074528721154911,-1.647079095112024,-1.1381358360297429,1,0.034419816197082,0.8665424119017986,0,-1.3412946075359893,-0.623224507289805,1.2887547787642553,0,0,-1.567839634702671,-1.529658459626691,0,0.582104479763774,-1.7005358452890902,-0.9857033522500694,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,-0.4649207880763281,2,2,1.79539791272831,-0.4376627551277306,0.8120003245217522,0,0.5045835082146485,0.3980153887606322,0,2.215131973593142,1.574935699862821,-0.7423912241180233,0,1,0.8688976841807479,0.4115663180410863,1,-0.513269901305792,0.0275797651939825,-0.8212118034732229,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
0,0.4906589610894356,1,0,-1.594111548545997,1.582919234712014,-2.2757152630181148,1,0.1404044571346114,-1.400486593885959,0,-1.5052114028201875,0.2010855703924297,0.4991995076141708,0,1,-1.567839634702671,-1.113681721555024,0,-0.6021268034069728,1.064582380731529,4.229394188465134,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,0.0128690865065537,0,0,-0.8528007037428282,-0.913865615223652,0.749495960401512,2,-1.2284423592176832,1.7326075152839546,0,-0.1312571412245486,0.0484355560068307,0.9241128405613538,1,0,0.1726870216426281,-0.4203871581022466,0,1.6885242734715828,1.7860592721149129,-0.3729277424008238,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True
1,-1.1338266124923626,2,0,-0.4074262992876314,-0.0895793030965141,0.2307097382035181,1,1.1585371997099998,-0.3125666152938196,0,-0.0892649734438776,-1.6154496007961987,-0.7423912241180233,1,1,-1.567839634702671,-1.3909995469361351,1,-0.2476700681006379,0.4983680786790229,-0.1075903868397007,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1,2.4973764343375398,0,2,-1.5903602021259204,-0.0641097822161811,-1.1568871452658147,1,1.545273558127756,-1.3390782725479198,0,-1.9561974620552884,1.407020684038662,0.17976111546948,0,0,0.8688976841807479,1.6594965322560855,0,-0.5053580541230861,-1.1205044626378444,1.767671037723488,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,-1.0382686375757864,0,1,0.723240709772428,-0.5202457470730525,0.2369601746155421,0,-1.0856025484452958,1.439648267998347,0,1.0188616763238292,-1.691774607988998,-1.7067335400265236,1,1,-0.1754183096264317,1.2435197941844194,1,0.1182186967007283,0.0846511358954627,-0.6932297662067871,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0,-0.0826888884100226,1,1,1.7583603656106894,-1.726574872405184,0.2807132294997103,0,-0.9424157021754052,1.2259888642451324,0,0.47112173343034,1.1780456624602635,0.8668550155542868,1,1,0.520792352911688,-1.529658459626691,0,-0.2623409054679035,-1.4620514237142186,-1.165595902507499,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1,0.586216936006012,1,0,-0.7845485949954669,0.5718564361291013,0.1494540648472058,0,0.0572547519328038,-1.5130300399472147,1,-0.1312571412245486,1.6207307041785006,0.710149389219155,0,1,0.520792352911688,-0.1430693327211356,1,-0.9688371056198746,1.52603481180129,0.6459133908007512,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,0.2995430112562828,1,2,-1.278578522421506,-1.0296361646797108,-1.0818819083215263,0,0.0392783131621292,-0.99659990899536,0,-1.5145429956603365,0.8269506293733857,0.8969907129264273,0,0,-0.1754183096264317,-0.8363638961739132,0,-0.2994330718566638,-0.5140880933112826,-0.1330547979237323,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1,2.401818459420963,3,2,-1.094930518572987,-1.4525845720258452,-2.088202170657394,0,0.8071290549380868,1.5454968218836511,0,-0.7132538525706905,0.5369156020407476,-1.2938744860281968,0,0,-0.8716289721645514,-0.2817282454116911,0,2.055707561735244,1.2608408689683044,-0.6774438868336796,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,-0.3693628131597518,3,0,1.39954688004263,1.5065106720710153,0.9057568707021124,1,-1.3226277932400978,-0.7790159132769321,0,0.3294288631996548,-1.569654596480519,0.17976111546948,1,0,0.520792352911688,1.382178706874975,1,-0.8292928660832013,-1.3410853597126264,-0.1974279964082801,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1,0.8728908607557411,0,1,1.449882110365745,-1.582247587416631,0.4994785039205511,0,0.6633175447726901,-0.2755138499751908,0,0.4175878587158003,1.3306956768458624,0.6709729826353725,1,0,-0.1754183096264317,0.8275430561127528,1,-0.6720910431691492,-1.294771807873338,-1.114722261104861,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
0,-0.6560367379094809,1,0,1.6594535976843452,0.4823272112164159,0.9620107984103288,0,-0.0966207876601906,0.4309127037631531,0,2.215131973593142,-0.5774295029741253,-1.6102993084356734,0,1,1.5651083467188676,0.9662019688033084,1,-0.4820502777282357,0.1692400624507091,-0.5510101230593774,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
1,-0.6560367379094809,0,2,-0.558627956114743,-0.8621547697999459,0.2807132294997103,2,1.6112103026533964,-0.2638555032549992,1,-0.1312571412245486,0.307940580462349,-1.2727794978676985,1,0,0.520792352911688,-0.4203871581022466,1,-0.1389076508948022,0.8074600966183086,-0.4892665739915812,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,0.6817749109225884,3,0,0.6837955821165494,1.6979179805050324,0.5119793767445991,1,-1.3875234312732283,-0.7918285517515982,1,0.3045036875871512,0.2163505718309896,1.186293407698977,0,1,-0.5235236408954915,0.4115663180410863,0,-0.7613782714170296,-0.7081388426214373,0.1271125705022931,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,2.306260484504387,0,2,-0.4526104270637762,1.332083044223887,-0.5068417584153165,2,0.5099278548762004,-1.1077582049512464,0,-0.060901842574477,-0.5011044957813258,-0.7604726425413075,0,1,-0.8716289721645514,0.4115663180410863,0,-0.7378793295018381,0.6633438437405447,0.754865813406749,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
1,-1.5160585121586685,3,0,-1.1583394711212942,-1.5768449617753484,-1.3444002376265354,2,0.5213106191943109,-0.2528897315874922,0,-0.5966089420688266,0.5369156020407476,-1.1793588360140626,1,0,-0.1754183096264317,0.8275430561127528,1,0.3793583636508612,1.904917195491677,-0.7620390410567013,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0,-1.229384587408939,2,1,1.5586991516705009,-0.6522241734529595,0.2307097382035181,2,1.085035081338786,0.7337988601372405,0,0.8268273184028659,-0.3026594770800471,1.5750439037995916,0,1,1.5651083467188676,-0.0044104200305801,1,-0.3707762096306342,-0.997447276824744,-0.8548082601075573,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0,0.2039850363397064,0,0,-0.7094096861037863,1.3868811042997546,-1.5569150756353525,0,-0.2915853301575841,1.5957085132032889,0,-1.0883593279214212,-0.5468995000970055,-1.212508103123417,1,1,1.5651083467188676,0.4115663180410863,1,1.338049074836953,-0.841674637166764,1.11132978890806,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0.0128690865065537,1,1,-0.6219249281728988,-0.3427309045737625,0.3807202120920946,1,-0.1741485178024436,0.0625782049103663,0,-0.1312571412245486,0.5674456049178674,-1.3300373228747655,0,0,0.520792352911688,1.382178706874975,1,0.1285747983322601,0.9897300610989735,-0.125449816948987,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
0,2.306260484504387,1,0,-1.018643809657253,0.7254453650741393,-2.244463080957994,1,-0.2193325395773824,0.1396848941092574,1,-0.6885742451908224,-0.943789537499563,1.463541823522671,1,1,-1.2197343034336112,1.5208376195655302,0,0.5796575869486057,1.0160734579748634,1.1145021882503834,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,0.4906589610894356,0,0,1.1291419914492082,0.7038348625090083,0.8182507609337762,2,-1.5777682910045758,0.7791625260880851,1,0.9063914257767688,-0.4247794885885262,0.8789092945031428,1,0,0.8688976841807479,0.2729074053505308,1,-0.2599087985995906,-0.5260086566884804,-0.3700177710043778,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
1,-0.3693628131597518,1,0,1.161112421387472,-0.2724967712370869,0.9557603619983048,1,0.4006810802621393,0.1304505600734621,0,0.3525122770673921,0.7964206264962659,0.215923952316049,0,0,1.5651083467188676,-1.529658459626691,1,-0.4928874087387119,-1.1268052828570552,-0.6872355659953713,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False
1,0.3951009861728592,2,0,0.8937590011506795,-1.1276552298858404,1.068268217414737,1,0.4124802871772539,-0.1320353848940206,0,0.4838912815273861,-0.2873944756414872,0.0290826286087768,0,0,0.8688976841807479,1.5208376195655302,1,-0.5381081483193636,-0.7318691423575359,-0.9318785916704234,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
0,1.828470609921505,2,1,-1.4992920685101836,-0.0069963111511922,-0.8381148882525896,0,-1.548062052418287,0.3939753676199717,0,-1.6266448938584437,-1.0048495432538025,-0.5585634701479653,1,0,-1.567839634702671,0.6888841434221973,0,1.9287774015597212,-0.0407622113526125,1.513674632461545,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1,-1.5160585121586685,1,1,-0.4607570077223005,1.5759730017446505,-2.2007100260738266,0,-0.9773274732242444,-0.9233023825862344,1,-1.389794333481501,-0.3484544813957267,-0.1215958582519263,0,1,-0.1754183096264317,1.6594965322560855,0,-0.616976092112956,-1.8537784029416189,0.9074473420141784,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1,-0.3693628131597518,1,1,0.6536728302657863,1.0511465108771845,0.6307376685730556,2,1.4454661490457863,0.7871271391939586,0,-0.1279419700839693,-0.9590545389381228,0.9542485379334944,1,1,-0.5235236408954915,-0.5590460707928021,1,-0.1172274618764805,-1.1920585228211416,-0.0981850146594204,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
0,-1.3249425623255155,3,0,1.5329156438131093,0.8450749328453999,0.76199683322556,0,0.7807543571278307,0.2032863697807979,0,-0.0523069544322344,-0.2415994713258074,-0.359667867491837,1,0,1.2170030154498075,-0.1430693327211356,0,-0.5319794348163233,-1.7912312904935692,-0.4236686525784094,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.6817749109225884,2,2,1.1612523970001614,1.718756679407123,0.768247269637584,0,-0.7396081574344355,1.2983629572506783,0,0.4167283699015761,0.3995305890937085,1.141089861640766,1,1,-0.5235236408954915,0.5502252307316418,1,-0.0879196376103864,-1.0610988886156685,-0.0571125387268677,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
0,0.6817749109225884,1,1,-0.6671090559490436,0.1882700155980268,0.211958428967446,2,-0.9608779906425844,0.5489967502458861,0,-0.1312571412245486,-1.0201145446923623,-1.3149694741886953,1,1,-1.567839634702671,1.5208376195655302,1,0.5157976339225111,1.1282792472894592,0.2572099155194031,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,-0.5604787629929044,2,0,0.1150466726368978,-0.6097749719857379,0.2932141023237583,2,1.2187825620765849,1.0439570545645167,1,-0.0985965662840267,-0.8216695259910838,0.3635888694395382,0,1,0.8688976841807479,-0.5590460707928021,1,0.2337194832394363,-0.5023876073740392,-0.5902046445246112,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
1,-1.229384587408939,1,0,0.0320411343120717,1.0272205973229322,0.9745116712343768,2,0.3346055215374975,-0.6182230718786456,0,0.4175878587158003,1.72758571424842,-1.4294851242028297,1,0,0.8688976841807479,-1.113681721555024,1,-0.5690544128502487,0.4059229086001176,0.1983050606232295,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
